;;;;;;;;;;;;;;;;
LABORATUVAR SARF MALZEMELERÝ — ÜRÜN GÝRÝÞ ÞABLONU;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
NO;ÜRÜN KÝMLÝÐÝ;;;;TEKNÝK ÖZELLÝKLER;;;;;PAKETLEME;;;TEDARÝKÇÝ;WEB / NOTLAR;;
33;Reverse Osmosis cartridge for PURELAB Option-R 7/15;Reverse Osmosis cartridge for PURELAB Option-R 7/15;LC143 Purelab Option 7/15 Reverse Osmosis;ELGA VEOLIA;Su Arýtma;Reverse osmosis membrane cartridge;33 pcs;"RO membrane cartridge for PURELAB Option-R 7/15 / Medica; removes inorganic & organic compounds; lifespan ~24 months";;Cartridge;1;pcs;ELGA LabWater (Veolia);https://www.elgalabwater.com/sites/default/files/Consumables%20Datasheets/Pulse.pdf;Replace every 24 months or when flow rate drops;
34;UV Lamp for PURELAB Option-R;UV Lamp for PURELAB Option-R;LC105 Purelab Option 7/15;ELGA VEOLIA;Su Arýtma;UV lamp for water purifier;33 pcs;"UV lamp (LC105) for PURELAB Option-R / Pulse; 254 nm germicidal UV; lifespan ~18 months";;Lamp;1;pcs;ELGA LabWater (Veolia);https://www.elgalabwater.com/sites/default/files/Consumables%20Datasheets/Pulse.pdf;Replace every 12 months;
35;Purification Pack for PURELAB Option-R;Purification Pack for PURELAB Option-R;LC214 Purelab flex 3&4 Purification pack;ELGA VEOLIA;Su Arýtma;Purification cartridge pack;30 pcs;"LC214 DI purification pack for PURELAB flex 3/4; mixed-bed ion exchange resin; lifespan ~6 months";;Pack;1;pcs;ELGA LabWater (Veolia);https://www.elgalabwater.com/sites/default/files/Consumables%20Datasheets/Flex_3.pdf;Replace every 6 months;
36;UV Lamp, 185/254 nm;UV Lamp, 185/254 nm;LC210-02 Purelab flex 3&4 UV lamp;ELGA VEOLIA;Su Arýtma;UV lamp for water purifier;30 pcs;"UV lamp 185/254 nm (LC210-02) for PURELAB flex 3/4; destroys organics and bacteria; lifespan ~18 months";;Lamp;1;pcs;ELGA LabWater (Veolia);https://www.elgalabwater.com/sites/default/files/Consumables%20Datasheets/Flex_3.pdf;Replace every 12-18 months;
37;Glycerin;Glycerin;??? VKTN-138 ??? 2632140072;Siemens Healthcare Diagnostics, USA;Genel Sarf;Glycerol / sample mounting medium;5 ??./ pcs;"Glycerin (Glycerol) ?99.5% purity; pharmaceutical grade; used as mounting medium and preservative";;Bottle;1;pcs;Siemens Healthcare Diagnostics;https://www.labor.com.tr/urun/gliserin-99-5-farma-kalite-pur-gr-1-lt;Store at RT;
38;Ethyl Alcohol Reagent;Ethyl Alcohol Reagent;Art 10445452 REF 9K309;Siemens Healthcare Diagnostics, USA;Biyokimya;EMIT ethanol assay reagent;60 ????/ pack;"EMIT II Plus Ethyl Alcohol reagent for quantitative ethanol determination in serum/plasma; 115 mL; for use with Viva/Dimension analyzer";"Application	Toxicology Reagent
For Use With	For Chemistry Analyzers
Specialty	Toxicology
Test Category	Drugs of Abuse
Test Name	Ethanol
Test Type	Single Drug
Volume	115 mL";Bottle;115 mL;pack;Siemens Healthcare Diagnostics;https://mms.mckesson.com/product/1033981/Siemens-10445452;"Store at 2–8°C; REF 9K309";
39;Alcohol High Control;Alcohol High Control;Art 10445449 REF 9K079;Siemens Healthcare Diagnostics, USA;Biyokimya;EMIT ethanol control;4 ????/ pack;"EMIT Alcohol High Control 300 mg/dL; 1×3 mL; for QC of ethanol assay on clinical analyzers";"Application	Calibrator
For Use With	For Syva Emit Ethyl Alcohol Assays
Form	Liquid
Levels	High Level
Specialty	Toxicology
Storage Requirements	Keep Frozen
Test Category	Drugs of Abuse
Test Name	Ethanol
Volume	3 mL";Vial;1×3 mL;pack;Siemens Healthcare Diagnostics;https://www.fishersci.com/shop/products/alcohol-high-control/01818110;"Store at 2–8°C; REF 9K079";
40;Ethyl Alcohol Low Control;Ethyl Alcohol Low Control;ART 10445447  REF 9K049;Siemens Healthcare Diagnostics, USA;Biyokimya;EMIT ethanol control;4 ????/ pack;"EMIT Ethyl Alcohol Low Control 40 mg/dL; 1×3 mL; for QC of ethanol assay";"Application	Control
Levels	Low Level
Test Category	Drugs of Abuse
Test Name	Ethanol
Test Type	Drugs of Abuse
Volume	3 mL";Vial;1×3 mL;pack;Siemens Healthcare Diagnostics;https://www.fishersci.com/shop/products/alcohol-low-control/01818114;"Store at 2–8°C; REF 9K049";
41;Alcohol Negative Calibrator;Alcohol Negative Calibrator;ART 10445445  REF 9K029;Siemens Healthcare Diagnostics, USA;Biyokimya;EMIT ethanol calibrator;4 ????/ pack;"EMIT Alcohol Negative Calibrator; 1×3 mL; zero-level calibrator for ethanol assay";"Application	Calibrator
For Use With	For Syva Emit Ethyl Alcohol Assays
Form	Liquid
Levels	Negative Level
Specialty	Toxicology
Storage Requirements	Keep Frozen
Test Category	Drugs of Abuse
Test Name	Ethanol
Volume	3 mL";Vial;1×3 mL;pack;Siemens Healthcare Diagnostics;https://www.fishersci.com/shop/products/alcohol-negative-calibrator/21280115;"Store at 2–8°C; REF 9K029";
42;Alcohol Calibrator;Alcohol Calibrator;ART 10445448 REF 9K059;Elitech Clinical Systems, France;Biyokimya;EMIT ethanol calibrator;4 ????/ pack;"EMIT Alcohol Calibrator 100 mg/dL; 1×3 mL; mid-level calibrator for ethanol assay";"Application	Calibrator
For Use With	For Syva Emit Ethyl Alcohol Assays
Form	Liquid
Levels	100 mg / dL
Specialty	Toxicology
Storage Requirements	Keep Frozen
Test Category	Drugs of Abuse
Test Name	Ethanol
Volume	3 mL";Vial;1×3 mL;pack;Elitech Clinical Systems, France;https://www.fishersci.com/shop/products/alcohol-calibrator/21280114;"Store at 2–8°C; REF 9K059";
43;Ribbon Cartridge (for EPSON ERC-09);Ribbon Cartridge (for EPSON ERC-09);EPSON Ribbon Cartridge ERC-09 CHINA PAT.P.;Epson, China;Genel Sarf;Printer ribbon cartridge;10 ????/ pack;;Epson ERC09B: Ribbon Cartridge HX-20, M-160/M-180/M-190 series, black;Cartridge;1;pack;Epson;;;
44;Pipette Tips, Filtered, 1000 µL;Pipette Tips, Filtered, 1000 µL;REF 94420713;Thermo Fisher Scientific, USA;Pipetleme;Filtered pipette tip;3 ????/ pack;"ClipTip filtered pipette tip 1000 µL; sterile; with clip-in rack; 8×96 tips/pack; compatible with ClipTip pipettes";"Ensure a secure seal for every sample. A unique, innovative interlocking technology ensures a complete seal on every channel with minimal tip attachment and ejection force.

Ensure a secure seal for every sample. Thermo Scientific™ ClipTip™ Pipette Tips provide a secure seal for every sample with a unique and innovative interlocking technology that ensures a complete seal on every channel with minimal tip attachment and ejection force. Achieve newfound confidence knowing that once attached, your tips are locked firmly in place, and will not loosen or fall off regardless of application pressure. The innovative three interlocking clip design ensures the tip is held securely on the F1-ClipTip and E1-ClipTip pipettes until — and only until — it is released.

Key Features:

ClipTip pipette tips feature 'clips' that lock tips in place and form a complete seal
Each time ClipTip pipette tips are on, they are sealed and will not loosen regardless of application pressure
ClipTip pipette tips are clipped securely on the F1-ClipTip and E1-ClipTip pipettes with a light touch eliminating the frustration of banging tips on your pipette
Filtered ClipTip pipette tips are ideal for sensitive assays, such as PCR, and with critical samples to prevent cross-contaminations
Low retention

Low retention technology minimizes liquid retention, and enable maximium sample recovery. Available in ClipTip 20-1250 96-format tips.

Proven quality

Certified free of RNase, DNase, DNA, ATP and endotoxin contamination

Environmentally responsible

ClipTip reload system uses recycled components and 30% less plastic

Versatile Tip Range

96-format volumes: 12.5, 20, 50, 200, 300, 1000 and 1250?L
384-format volumes: 12.5, 30 and 125?L
Extended length tips available for volumes 12.5 and 300 ?l allowing for better reach with specific labware consumables

Immediate traceability

Each tip insert has ink-jetted lot and volume information; the convenient color key makes it easy to match the color code of the F1-ClipTip and E1-ClipTip pipette with the corresponding ClipTip pipette tip rack insert";Pack;768 tips (8×96);pack;Thermo Fisher Scientific;https://www.thermofisher.com/order/catalog/product/94420713;"Store at RT; DNase/RNase-free";
45;Pipette Tips, Non-Filtered, 1000 µL;Pipette Tips, Non-Filtered, 1000 µL;REF 94410713;Thermo Fisher Scientific, USA;Pipetleme;Filtered pipette tip;17 pack;"ClipTip filtered pipette tip; sterile; rack format; compatible with ClipTip pipettes";"Ensure a secure seal for every sample, with these pipette tips. A unique, innovative interlocking technology ensures a complete seal on every channel with minimal tip attachment and ejection force.

Ensure a secure seal for every sample. Thermo Scientific™ ClipTip™ Pipette Tips provide a secure seal for every sample with a unique and innovative interlocking technology that ensures a complete seal on every channel with minimal tip attachment and ejection force. Achieve newfound confidence knowing that once attached, your tips are locked firmly in place, and will not loosen or fall off regardless of application pressure. The innovative three interlocking clip design ensures the tip is held securely on the F1-ClipTip and E1-ClipTip pipettes until — and only until — it is released.

Key Features:

ClipTip pipette tips feature 'clips' that lock tips in place and form a complete seal
Each time ClipTip pipette tips are on, they are sealed and will not loosen regardless of application pressure
ClipTip pipette tips are clipped securely on the F1-ClipTip and E1-ClipTip pipettes with a light touch eliminating the frustration of banging tips on your pipette

Low retention

Low retention technology minimizes liquid retention, and enable maximium sample recovery. Available in ClipTip 20-1250 96-format tips.

Proven quality

Certified free of RNase, DNase, DNA, ATP and endotoxin contamination

Environmentally responsible

ClipTip reload system uses recycled components and 30% less plastic

Versatile Tip Range

96-format volumes: 12.5, 20, 50, 200, 300, 1000 and 1250?L
384-format volumes: 12.5, 30 and 125?L
Extended lenght tips available for volumes 12.5 and 300 ?l allowing for better reach with specific labware consumables

Immediate traceability

Each tip insert has ink-jetted lot and volume information; the convenient color key makes it easy to match the color code of the F1-ClipTip and E1-ClipTip pipette with the corresponding ClipTip pipette tip rack insert";Pack;1;pack;Thermo Fisher Scientific;https://www.thermofisher.com/order/catalog/product/94410713;"Store at RT; DNase/RNase-free";
46;Helium Gas, 50 L  (for Gas Chromatography) ;Helium Gas, 50 L  (for Gas Chromatography) ;"99,9999%, 50 Litr
CAS ?: 7440-59-7
EC ?: 231-168-5";Asalgaz, Turkey;Genel Sarf;Laboratory gas - Helium;50 pcs;;;Cylinder;50 L;pcs;Asalgaz, Turkey;;;
47;Argon Gas, 50 L  (for Gas Chromatography) ;Argon Gas, 50 L  (for Gas Chromatography) ;"99,999%, 50 Litr
CAS ?: 7440-37-1
EC ?: 231-147-0";Asalgaz, Turkey;Genel Sarf;Laboratory gas - Argon;10 ??./ pcs;;;Cylinder;50 L;pcs;Asalgaz, Turkey;;;
48;Sodium Chloride, ?99.5%, 1 kg;Sodium Chloride, ?99.5%, 1 kg;art ? 3957.1;Carl Roth, Germany;Biyokimya;Inorganic salt;50 ????/ pack;"Sodium chloride ?99.5% purity; analytical grade; 1 kg; Art. 3957.1";"Common salt
Empirical formula NaCl
Molar mass (M) 58,44 g/mol
Density (D) 2,17 g/cm³
Boiling point (bp) >1450 °C
Melting point (mp) 801 °C
WGK 1
CAS No. 7647-14-5
EG-Nr. 231-598-3

Without anti-caking agent, caking possible
For cell culture and biochemistry.";Bottle;1 kg;pack;Carl Roth, Germany;https://www.carlroth.com/en-gb/catalogue/sodium-chloride/p/3957.1;Store at RT in dry conditions;
49;Ammonium Formate, 100g;Ammonium Formate, 100g;17843-50mg;Carl Roth, Germany;Biyokimya;LC-MS reagent;1 ????/ pack;"Ammonium formate 97%, HPLC grade; 100 g; Art. 17843; for LC-MS mobile phase preparation";"Quantity 50 g
Linear Formula HCO2NH4
UN Number NONH for all modes of transport
Beilstein 3625095
Solubility Information Soluble in water 0.1g/mL at 25°C
Formula Weight 63.06g/mol
Percent Purity ?99%
Density 1.26g/mL at 25°C
Chemical Name or Material Ammonium Formate";Bottle;100 g;pack;Carl Roth, Germany;https://www.carlroth.com/com/en/starting-material-for-eluent-mixtures/ammonium-formate/p/1ntk.2;Store at RT;
50;Formic acid, 99%, 50 ml;Formic acid, 99%, 50 ml;85049-051;Carl Roth, Germany;Biyokimya;LC-MS reagent;1 ????/ pack;"Formic acid Rotipuran ?99%, p.a.; 50 mL; Art. 4724; for LC-MS mobile phase preparation";"Formylic acid, Methanoic acid, Hydrogen carboxylic acid
Empirical formula CH2O2
Molar mass (M) 46,02 g/mol
Density (D) 1,22 g/cm³
Boiling point (bp) 101 °C
Flash point (flp) 49 °C
Melting point (mp) 4 °C
ADR 8 II
WGK 1
CAS No. 64-18-6
EG-Nr. 200-579-1
UN-Nr. 1779";Bottle;50 mL;pack;Carl Roth, Germany;https://www.carlroth.com/com/en/starting-material-for-eluent-mixtures/formic-acid/p/1ehk.1;"Corrosive; store at RT in fume hood area";
51;Buffer Solution, pH 4, 500 mL;Buffer Solution, pH 4, 500 mL;???????: P712.3     VWR 32095.184;Carl Roth, Germany;Biyokimya;pH buffer solution;1 ????/ pack;"ROTI buffer pH 4.00 ±0.02; certified reference material; 500 mL; Art. P712.3";"Density (D) 1,007 g/cm³
Boiling point (bp) 100 °C
WGK 1

Citric acid, caustic soda lye, sodium chloride";Bottle;500 mL;pack;Carl Roth, Germany;https://www.carlroth.com/com/en/rotistar-ph-buffer-solutions/buffer-solution-ph-4-00-%C2%B10-01-%2820-%C2%B0c%29/p/9974.1;Store at RT;
52;Buffer solution, pH 10, 500 ml;Buffer solution, pH 10, 500 ml;???????: P716.2 VWR 32040.185;Carl Roth, Germany;Biyokimya;pH buffer solution;1 ????/ pack;"ROTI buffer pH 10.00 ±0.02; certified reference material; 500 mL; Art. P716.2";"Density (D) 1,008 g/cm³
Boiling point (bp) ~100 °C

Boric acid, caustic soda lye, potassium chloride";Bottle;500 mL;pack;Carl Roth, Germany;https://www.carlroth.com/com/en/rotistar-ph-buffer-solutions/buffer-solution-ph-10-00-%C2%B10-01-%2820-%C2%B0c%29/p/9983.1;Store at RT;
53;Electrolytic Cell Block (for Hydrogen Trace Generator);Electrolytic Cell Block (for Hydrogen Trace Generator);"08-9412
08-3609
08-3644
08-3609
08-3543";Peak Scientific, UK;Genel Sarf;Hydrogen generator electrolytic cell;1 ??./ pcs;"Electrolytic cell block / cell stack for Peak Hydrogen Trace generator; spare part; Art. 08-9412/08-3609/08-3644/08-3543";;Pack;1;pcs;Peak Scientific, UK;https://www.peakscientific.com/products/hydrogen/precision-hydrogen-trace-250/?utm_source=chatgpt.com;"Handle carefully; high-purity electrolyte";
54;Electrolytic Cell Block (for Precision Hydrogen Trace Generator);Electrolytic Cell Block (for Precision Hydrogen Trace Generator);05-1007;Peak Scientific, UK;Genel Sarf;Hydrogen generator electrolytic cell;1 ??./ pcs;"Electrolytic cell block for Precision Hydrogen Trace generator; Art. 05-1007";;Pack;1;pcs;Peak Scientific, UK;https://www.peakscientific.com/products/hydrogen/precision-hydrogen-trace-250/?utm_source=chatgpt.com;;
55;Service Kit (for Precision Hydrogen Trace);Service Kit (for Precision Hydrogen Trace);08-3609;Peak Scientific, UK;Genel Sarf;Hydrogen generator service kit;2 ?????/ kit;"Annual service kit for Precision Hydrogen Trace generator; includes valve (02-6051) ×2 and double cylinder assembly (05-1047) ×2; Art. 08-3609";;Kit;1;kit;Peak Scientific, UK;https://www.peakscientific.com/products/hydrogen/precision-hydrogen-trace-250/?utm_source=chatgpt.com;Annual maintenance;
56;Service Kit II (for Precision Hydrogen Trace);Service Kit II (for Precision Hydrogen Trace);art ? 08-9412   ???????? ??? ?????????? ??????? Precision Hydrogen Trace (08-9412)  ? ???????? ??????: ?????? (???. ?02-6051)- 2 ??., ??????? ??????? ? ????? (???. ?05-1047)-2 ??.;Peak Scientific, UK;Genel Sarf;Hydrogen generator service kit;2 ?????/ kit;"Annual service kit for Precision Hydrogen Trace generator; includes valves and cylinder assembly; Art. 08-9412";;Kit;1;kit;Peak Scientific, UK;https://www.peakscientific.com/products/hydrogen/precision-hydrogen-trace-250/?utm_source=chatgpt.com;"Annual maintenance; Art. 08-9412";
57;Blood Alcohol Standard sample, 10 ml;Blood Alcohol Standard sample, 10 ml;;LGC Limited, USA;Biyokimya;Blood alcohol standard;2 ????/ pack;;;Bottle;10 mL;pack;LGC Standards / Cerilliant;;;
58;Ethanol calibration Solution, 10 x 1.2 mL;Ethanol calibration Solution, 10 x 1.2 mL;CERE-034;LGC Limited, USA;Biyokimya;Ethanol calibration kit;4 ????/ pack;"Cerilliant ethanol calibration kit; 10×1.2 mL ampules; for GC headspace blood alcohol analysis; CERE-034";"Storage Temperature +4°C

Shipping Temperature No freezing

Tariff Code 38220000

Product Format Single Solution

Matrix Water
";Kit;10×1.2 mL;pack;LGC Standards / Cerilliant;https://www.lgcstandards.com/DE/en/Ethanol-calibration-kit/p/CERE-034;Store at +4°C;
59;Ethanol calibration Solution;Ethanol calibration Solution;E-034-1KIT,  CAS Number 64-17-5;LGC Limited, USA;Biyokimya;Ethanol calibration kit;4 ????/ pack;"Cerilliant ethanol calibration kit; 10×1.2 mL; CAS 64-17-5; E-034-1KIT";"Storage Temperature +4°C

Shipping Temperature No freezing

Tariff Code 38220000

Product Format Single Solution

Matrix Water
";Kit;10×1.2 mL;pack;LGC Standards / Cerilliant;https://www.cerilliant.com/products/catalog/items/details?itemNo=c6505bee-b8bb-4198-a08e-eb5d9479a800&item=E-034;1.2 mL/ampoule, 2 ampoules of each concentration, 10 ampoules/kit;
60;Urine Containers, 100 mL, 500 pcs/pack;Urine Containers, 100 mL, 500 pcs/pack;Order number 75.1354.001;Kabe Labortechnik, ???????? / Germany;Genel Sarf;Sample collection container;10 ????/ pack;"Polypropylene urine sample container with screw cap; 100 mL; 500 pcs/pack; sterile";"Container with screw cap, collection and storage of urine,
max. working volume: 100 ml, Ø opening: 58 mm,
transparent, graduated, material: PP, screw cap,";Pack;500;pack;Kabe Labortechnik, Germany;https://www.trendyol.com/genel-markalar/idrar-numune-kabi-kirmizi-250-adet-100-ml-p-88729811;"Single use; sterile";
61; Vacuum tubes, 4 ml, 1200 pcs; Vacuum tubes, 4 ml, 1200 pcs;234704;Disera,  / Turkey;Genel Sarf;Vacuum blood collection tube;6 ????/ pack;;"???????? VACUSERA Na ?????? + ?3 ???? — ??????????? ????????? ???????? ???
?????? ?????.
???????????: ?????? ?????? + ?3 ????.
??????????: ????? ???????????? ? ??????? 48 ????? ??? ??????? ???????. 
?????????????: 8–10 ???.
?????????????????: 1300 g, 10 ???.
???? ????????: 18 ???????.
? ????????: 100 / 1200 ??. ";;;pack;Disera, Turkey;;;
62;Service Kit for LC System;Service Kit for LC System;G2571-67001  G1964-20402;Agilent;Genel Sarf;HPLC maintenance kit;2 ?????/ kit;"Agilent LC annual service kit with Jet Clean; includes seals, pistons and wash kit; G2571-67001 / G1964-20402";"Canted coil spring, 8.9 mm OD. Classified as a consumable part for Liquid
Chromatograph-Mass Spectrometer and related instrument repair and
maintenance. Intended as a replacement spring component for instrument
assemblies requiring a canted coil spring of 8.9 mm outer diameter.
Key Features:
Part number: G2571-67001
Product type: Canted coil spring
Outer Diameter (OD): 8.9 mm
UNSPSC Code: 41115717";Kit;1;kit;Agilent Technologies;https://www.agilent.com/store/productDetail.jsp?catalogId=G2571-67001;Annual preventive maintenance;
63;Service kit (including Jet Clean);Service kit (including Jet Clean);G2571-67001 Canted Coil Spring, 8.9mm OD | ChromTech    .;Agilent;Genel Sarf;HPLC maintenance kit;2 ?????/ kit;"Agilent LC annual service kit with Jet Clean; G2571-67001";"QuickPick PM kit, for split inlet and vent. The kit is a manufacturer-specified
preventive-maintenance (PM) kit for Agilent split inlets and split vent assemblies and
lists the included replacement components. It is provided to support routine inlet
and split-vent maintenance by supplying the parts called out by Agilent on the
product page.
Key Features:
Includes one split liner (part 5183-4647)
Includes five Non-Stick BTO septa (from part 5183-4757)
Includes one Non-Stick inlet liner O-ring (from part 5188-5365)
Includes one Gold Seal and washer kit (part 5188-5367)
Includes one split vent cartridge
Includes two O-rings for the split vent (part 5188-6495)";Kit;1;kit;Agilent Technologies;https://www.agilent.com/store/productDetail.jsp?catalogId=G2571-67001;Annual preventive maintenance;
64;Service Kit (for Agilent GC);Service Kit (for Agilent GC);Part Number: 5188-6496;Agilent;Genel Sarf;GC maintenance kit;2 ?????/ kit;"Agilent GC 7890 annual service kit; Part 5188-6496; includes septa, liners, ferrules and O-rings";"QuickPick PM kit, for split inlet and vent. The kit is a manufacturer-specified
preventive-maintenance (PM) kit for Agilent split inlets and split vent assemblies and
lists the included replacement components. It is provided to support routine inlet
and split-vent maintenance by supplying the parts called out by Agilent on the
product page.
Key Features:
Includes one split liner (part 5183-4647)
Includes five Non-Stick BTO septa (from part 5183-4757)
Includes one Non-Stick inlet liner O-ring (from part 5188-5365)
Includes one Gold Seal and washer kit (part 5188-5367)
Includes one split vent cartridge
Includes two O-rings for the split vent (part 5188-6495)";Kit;1;kit;Agilent Technologies;https://www.agilent.com/store/en_US/Prod-5188-6496/5188-6496;Annual preventive maintenance;
65;Filament Assembly (for GC/MS 7890);Filament Assembly (for GC/MS 7890);Part ? G7005-60061;Agilent;Genel Sarf;GC spare part - filament;4 ????/ pack;"Filament assembly for Agilent GC 7890 detector; Part G7005-60061";"The Agilent high temperature EI filament (G7005-60061) is a replacement electron
ionization (EI) filament for Agilent GC/MS systems. Filaments provide a stream of
electrons that ionize compounds as they enter the EI source, and this hightemperature filament is supplied for use in EI sources (including Stainless, Inert, and
Extractor source types). The product page and Agilent knowledge articles identify it
as the single high-temperature EI filament that replaced earlier EI filament part
numbers to serve the required EI and EI RIS dimensional requirements.
Key Features:
Instrument compatibility: 5973, 5975, 5977, 7000A, 7000B, 7000C, 7200
Product type / sub-model: High temperature EI filament
Filament functional element: four-coil rhenium wire (functional component
unchanged)
Base material: alumina base (newer design)
Design features: chamfered tips on posts to ease insertion";Pack;1;pack;Agilent Technologies;https://www.agilent.com/store/en_US/Prod-G7005-60061/G7005-60061;"Fragile; handle with care";
66;Vial Inserts with Polymer Feet, 100 pcs;Vial Inserts with Polymer Feet, 100 pcs;5181-1270;Agilent;Genel Sarf;GC vial insert;10 ????/ pack;"Deactivated vial inserts with polymer feet for Agilent LC/GC autosampler; 100 pcs; Art. 5181-1270";"Agilent 250 µL conical vial inserts with polymer feet are glass inserts sized 5.6 x 30
mm designed for use in wide-opening vials. They provide a 250 µL sample
containment volume and are intended to concentrate and present small sample
volumes for GC and LC analysis, improving recovery and handling of low-volume
samples. Agilent lists compatibility with major vial manufacturers and specifies GC
and LC techniques for use.
Key Features:
?
?
Volume: 250 µL.
Material: Glass insert with polymer feet.
Insert dimensions: 5.6 x 30 mm.
Pack quantity: 100 inserts per pack.
Insert type: Conical with polymer feet, for wide-opening vials.
Technique compatibility: Listed for GC and LC use.";Pack;100;pack;Agilent Technologies;https://www.agilent.com/store/en_US/Prod-5181-1270/5181-1270;;
67;AP Board (for Agilent GC 7890 );AP Board (for Agilent GC 7890 );G3430-60151;Agilent;Genel Sarf;GC spare part - circuit board;2 ????/ pack;"Agilent 7890 Analog & Power Printed Circuit Board (AP Board); G3430-60151; refurbished";"Obsolete. No replacement recommendation. FP Analog And Power PCA
";Pack;1;pack;Agilent Technologies;https://www.agilent.com/store/productDetail.jsp?catalogId=G3430-60151;Obsolete. No replacement recommendation. FP Analog And Power PCA;
68;Mainboard (for Agilent GC 7890);Mainboard (for Agilent GC 7890);OEM Reference Number: G1099-65010;Agilent;Genel Sarf;GC spare part - mainboard;1 ????/ pack;"Mainboard for Agilent GC 7890 system; OEM Ref G1099-65010";"Mainboard PCA, for gas chromatography/mass spectrometry printed circuit boards, used with series 5973
";Pack;1;pack;Agilent Technologies;https://www.agilent.com/store/productDetail.jsp?catalogId=G1099-65010;ESD sensitive;
69;Service Kit (for 1290 Infinity II autosampler);Service Kit (for 1290 Infinity II autosampler);G7161-68740;Agilent;Genel Sarf;HPLC autosampler service kit;2 ????/ pack;"Service kit for Agilent 1290 Infinity II autosampler; G7161-68740; includes needle, seals, rotor";"Preventive Maintenance Kit for
1290 Infinity II Preparative Binary Pump
(G7161B), with 200 mL/min Pump Heads";Kit;1;pack;Agilent Technologies;https://www.agilent.com/store/productDetail.jsp?catalogId=G7161-68740;Annual maintenance;
70;Service Kit (for 1260 Infinity II autosampler);Service Kit (for 1260 Infinity II autosampler);G1329B;Agilent;Genel Sarf;HPLC autosampler service kit;2 ????/ pack;"Service kit for Agilent 1260 Infinity II autosampler; G1329B; includes needle seat and seals";"This kit contains all the parts necessary to keep
Agilent® 1100, 1120, 1200, 1220, 1260, G1313A, and G1329A/B HPLC systems working at peak performance. It is comparable to Agilent® part number G1313-68719.

 Seal, Pump (CTS-10621)
1 Needle Assembly (CTS-10835)
1 2 Position/6 Port Rotor Seal,
Vespel® (600 bar) (CTS-12012)
1 Needle Seat, Std., PEE";Kit;1;pack;Agilent Technologies;https://www.agilent.com/store/productDetail.jsp?catalogId=G1329-60008;Annual maintenance;
71;Service Kit (for Agilent 1290 Infinity II Pump);Service Kit (for Agilent 1290 Infinity II Pump);G1310-68741;Agilent;Genel Sarf;HPLC pump service kit;2 ????/ pack;"Service kit for Agilent 1290 Infinity II pump; G1310-68741; includes pistons, seals, check valves";"This PM kit contains all the parts necessary to keep Agilent® 1220 and 1260 HPLC systems working at peak performance. It is comparable to Agilent® part number G1310-68741.

1 Black Piston Seals, 2/pk
(CTS-10417)
1 Seal Cap Assembly
(CTS-A11454)
1 PTFE Frits, 5/pk (CTS-10683)";Kit;1;pack;Agilent Technologies;https://www.agilent.com/store/en_US/Prod-G1310-68741/G1310-68741;Annual maintenance;
72;PM Kit (for 1290 Infinity II Autosampler);PM Kit (for 1290 Infinity II Autosampler);G1313-68719;Agilent;Genel Sarf;HPLC autosampler PM kit;2 ????/ pack;"Preventive maintenance kit for Agilent 1290 Infinity II autosampler; G1313-68719";"This kit contains all the parts necessary to keep
Agilent® 1100, 1120, 1200, 1220, 1260, G1313A, and G1329A/B HPLC systems working at peak performance. It is comparable to Agilent® part number G1313-68719.

1 Seal, Pump (CTS-10621)
1 Needle Assembly (CTS-10835)
1 2 Position/6 Port Rotor Seal,
Vespel® (600 bar) (CTS-12012)
1 Needle Seat, Std., PE";Kit;1;pack;Agilent Technologies;https://www.agilent.com/store/en_US/Prod-G1313-68719/G1313-68719;Annual maintenance;
73;Neutral Density Glass Filter Set (for Cary 60);Neutral Density Glass Filter Set (for Cary 60);???????: 218006500;Agilent;Genel Sarf;UV-Vis spectrophotometer filter;1 ????/ pack;"Certified neutral density glass filters for Agilent Cary 60 UV-Vis spectrophotometer; Art. 218006500";Neutral density screen, tested, 1/pk;Pack;1;pack;Agilent Technologies;https://www.agilent.com/store/productDetail.jsp?catalogId=218006500;;
74;Deactivated FS column, 0.53mm (for GC Headspace);Deactivated FS column, 0.53mm (for GC Headspace);Part Number:160-2535-5;Agilent;Genel Sarf;GC column;4 ????/ pack;"Deactivated fused silica (FS) transfer line/column for GC headspace; 0.53 mm ID; Part 160-2535-5";"Fused silica tubing, deactivated, 5 m, 0.53 mm, 0.67 mm od

Length: 5 m
Capillary Tubing: Fused Silica
Inner Diameter (ID): 0.53 mm
Product_Sub_Model: 0.53 mm x 5 m
Outer Diameter (OD): 0.67 mm";Pack;1;pack;Agilent Technologies;https://www.agilent.com/store/en_US/Prod-160-2535-5/160-2535-5;;
75;Ferrules, 0.53mm (for Agilent Headspace Sampler);Ferrules, 0.53mm (for Agilent Headspace Sampler);0100-2595;Agilent;Genel Sarf;GC ferrule;10 ????/ pack;"Graphite/vespel ferrules for Agilent headspace sampler; 0.53 mm; 5/pack; Art. 0100-2595";"Ferrule, polyamide, graphite 1/32 inch, 5/pk
Material(s)ofConstruction: Graphite";Pack;5;pack;Agilent Technologies;https://www.agilent.com/store/en_US/Prod-0100-2595/0100-2595;;
